coverage,retained_images,retained_fraction,mean_dice,dice_lt_0_10_rate,complete_miss_rate,minimum_retained_confidence
1.0,184,1.0,0.28872948670665205,0.4891304347826087,0.266304347826087,0.7510460251046025
0.8,148,0.8043478260869565,0.3350501204045896,0.41216216216216217,0.20270270270270271,0.9090909090909092
0.6,111,0.6032608695652174,0.3614649365547222,0.3783783783783784,0.1891891891891892,0.9513888888888888
0.4,74,0.40217391304347827,0.3673262479789154,0.3783783783783784,0.1891891891891892,0.9680851063829787
