subset,image_id,group_id,size_group,k_i,selected_source,dice,iou,oracle_dice,selector_regret,recall_at_0_10,recall_at_0_30,recall_at_0_50
classifier448+external_saliency,IMG000408.jpeg,btxrd-heuristic-000223,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448+external_saliency,IMG000408.jpeg,btxrd-heuristic-000223,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000414.jpeg,btxrd-heuristic-000228,small,27,layercam320,0.0,0.0,0.006128201985537443,0.006128201985537443,0,0,0
classifier448,IMG000414.jpeg,btxrd-heuristic-000228,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
external_saliency,IMG000414.jpeg,btxrd-heuristic-000228,small,27,external_saliency,0.0,0.0,0.0002723311546840959,0.0002723311546840959,0,0,0
layercam320+classifier448,IMG000414.jpeg,btxrd-heuristic-000228,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG000414.jpeg,btxrd-heuristic-000228,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000414.jpeg,btxrd-heuristic-000228,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448+external_saliency,IMG000414.jpeg,btxrd-heuristic-000228,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000415.jpeg,btxrd-heuristic-000229,medium,27,layercam320,0.8148268574215575,0.6875171467764061,0.8664425968512295,0.051615739429672014,1,1,1
classifier448,IMG000415.jpeg,btxrd-heuristic-000229,medium,27,classifier448,0.7843950245005654,0.6452713178294573,0.8510788822072869,0.06668385770672147,1,1,1
external_saliency,IMG000415.jpeg,btxrd-heuristic-000229,medium,27,external_saliency,0.845258473125642,0.7319893270085976,0.845258473125642,0.0,1,1,1
layercam320+classifier448,IMG000415.jpeg,btxrd-heuristic-000229,medium,27,classifier448,0.7843950245005654,0.6452713178294573,0.8664425968512295,0.08204757235066407,1,1,1
layercam320+external_saliency,IMG000415.jpeg,btxrd-heuristic-000229,medium,27,external_saliency,0.845258473125642,0.7319893270085976,0.8664425968512295,0.021184123725587534,1,1,1
classifier448+external_saliency,IMG000415.jpeg,btxrd-heuristic-000229,medium,27,classifier448,0.7843950245005654,0.6452713178294573,0.8510788822072869,0.06668385770672147,1,1,1
layercam320+classifier448+external_saliency,IMG000415.jpeg,btxrd-heuristic-000229,medium,27,external_saliency,0.845258473125642,0.7319893270085976,0.8664425968512295,0.021184123725587534,1,1,1
layercam320,IMG000416.jpeg,btxrd-heuristic-000230,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448,IMG000416.jpeg,btxrd-heuristic-000230,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
external_saliency,IMG000416.jpeg,btxrd-heuristic-000230,small,27,external_saliency,0.0,0.0,0.0003114294612270321,0.0003114294612270321,0,0,0
layercam320+classifier448,IMG000416.jpeg,btxrd-heuristic-000230,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG000416.jpeg,btxrd-heuristic-000230,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000416.jpeg,btxrd-heuristic-000230,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448+external_saliency,IMG000416.jpeg,btxrd-heuristic-000230,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000420.jpeg,btxrd-heuristic-000233,small,27,layercam320,0.8934426229508197,0.8074074074074075,0.8987854251012146,0.005342802150394954,1,1,1
classifier448,IMG000420.jpeg,btxrd-heuristic-000233,small,27,classifier448,0.8477366255144033,0.7357142857142858,0.8914728682170543,0.043736242702650974,1,1,1
external_saliency,IMG000420.jpeg,btxrd-heuristic-000233,small,27,external_saliency,0.0,0.0,0.19507908611599298,0.19507908611599298,1,0,0
layercam320+classifier448,IMG000420.jpeg,btxrd-heuristic-000233,small,27,classifier448,0.8477366255144033,0.7357142857142858,0.8987854251012146,0.0510487995868113,1,1,1
layercam320+external_saliency,IMG000420.jpeg,btxrd-heuristic-000233,small,27,layercam320,0.8934426229508197,0.8074074074074075,0.8987854251012146,0.005342802150394954,1,1,1
classifier448+external_saliency,IMG000420.jpeg,btxrd-heuristic-000233,small,27,classifier448,0.8477366255144033,0.7357142857142858,0.8914728682170543,0.043736242702650974,1,1,1
layercam320+classifier448+external_saliency,IMG000420.jpeg,btxrd-heuristic-000233,small,27,classifier448,0.8477366255144033,0.7357142857142858,0.8987854251012146,0.0510487995868113,1,1,1
layercam320,IMG000439.jpeg,btxrd-heuristic-000244,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448,IMG000439.jpeg,btxrd-heuristic-000244,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
external_saliency,IMG000439.jpeg,btxrd-heuristic-000244,small,27,external_saliency,0.0,0.0,0.002400309717382888,0.002400309717382888,0,0,0
layercam320+classifier448,IMG000439.jpeg,btxrd-heuristic-000244,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG000439.jpeg,btxrd-heuristic-000244,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000439.jpeg,btxrd-heuristic-000244,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448+external_saliency,IMG000439.jpeg,btxrd-heuristic-000244,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000467.jpeg,btxrd-heuristic-000260,small,27,layercam320,0.589384288747346,0.41782059000602045,0.6202764976958526,0.030892208948506528,1,1,1
classifier448,IMG000467.jpeg,btxrd-heuristic-000260,small,27,classifier448,0.3244517802405093,0.193639178159302,0.3558091286307054,0.031357348390196105,1,1,0
external_saliency,IMG000467.jpeg,btxrd-heuristic-000260,small,27,external_saliency,0.015811805389664313,0.007968904075033825,0.022826230373400185,0.007014424983735872,0,0,0
layercam320+classifier448,IMG000467.jpeg,btxrd-heuristic-000260,small,27,classifier448,0.3244517802405093,0.193639178159302,0.589384288747346,0.26493250850683675,1,1,1
layercam320+external_saliency,IMG000467.jpeg,btxrd-heuristic-000260,small,27,layercam320,0.589384288747346,0.41782059000602045,0.6202764976958526,0.030892208948506528,1,1,1
classifier448+external_saliency,IMG000467.jpeg,btxrd-heuristic-000260,small,27,classifier448,0.3244517802405093,0.193639178159302,0.3558091286307054,0.031357348390196105,1,1,0
layercam320+classifier448+external_saliency,IMG000467.jpeg,btxrd-heuristic-000260,small,27,classifier448,0.3244517802405093,0.193639178159302,0.589384288747346,0.26493250850683675,1,1,1
layercam320,IMG000478.jpeg,btxrd-heuristic-000267,small,26,layercam320,0.43761996161228406,0.2800982800982801,0.5906735751295337,0.1530536135172496,1,1,1
classifier448,IMG000478.jpeg,btxrd-heuristic-000267,small,26,classifier448,0.08658623136976579,0.045252225519287835,0.18127381600435494,0.09468758463458915,1,0,0
external_saliency,IMG000478.jpeg,btxrd-heuristic-000267,small,26,external_saliency,0.08828125,0.04617899468737229,0.20223820943245405,0.11395695943245404,1,0,0
layercam320+classifier448,IMG000478.jpeg,btxrd-heuristic-000267,small,26,layercam320,0.37524950099800397,0.23095823095823095,0.5906735751295337,0.2154240741315297,1,1,1
layercam320+external_saliency,IMG000478.jpeg,btxrd-heuristic-000267,small,26,layercam320,0.43761996161228406,0.2800982800982801,0.5906735751295337,0.1530536135172496,1,1,1
classifier448+external_saliency,IMG000478.jpeg,btxrd-heuristic-000267,small,26,classifier448,0.08658623136976579,0.045252225519287835,0.20223820943245405,0.11565197806268826,1,0,0
layercam320+classifier448+external_saliency,IMG000478.jpeg,btxrd-heuristic-000267,small,26,layercam320,0.37524950099800397,0.23095823095823095,0.5906735751295337,0.2154240741315297,1,1,1
layercam320,IMG000481.jpeg,btxrd-heuristic-000269,small,27,layercam320,0.0,0.0,0.6430868167202572,0.6430868167202572,1,1,1
classifier448,IMG000481.jpeg,btxrd-heuristic-000269,small,27,classifier448,0.5704225352112676,0.39901477832512317,0.5704225352112676,0.0,1,1,1
external_saliency,IMG000481.jpeg,btxrd-heuristic-000269,small,27,external_saliency,0.7131782945736435,0.5542168674698795,0.7330677290836654,0.019889434510021897,1,1,1
layercam320+classifier448,IMG000481.jpeg,btxrd-heuristic-000269,small,27,classifier448,0.5704225352112676,0.39901477832512317,0.6430868167202572,0.07266428150898963,1,1,1
layercam320+external_saliency,IMG000481.jpeg,btxrd-heuristic-000269,small,27,layercam320,0.0,0.0,0.7330677290836654,0.7330677290836654,1,1,1
classifier448+external_saliency,IMG000481.jpeg,btxrd-heuristic-000269,small,27,external_saliency,0.7131782945736435,0.5542168674698795,0.7330677290836654,0.019889434510021897,1,1,1
layercam320+classifier448+external_saliency,IMG000481.jpeg,btxrd-heuristic-000269,small,27,classifier448,0.5704225352112676,0.39901477832512317,0.7330677290836654,0.16264519387239773,1,1,1
layercam320,IMG000496.jpeg,btxrd-heuristic-000278,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448,IMG000496.jpeg,btxrd-heuristic-000278,small,27,classifier448,0.27252419955323903,0.15775862068965518,0.27252419955323903,0.0,1,0,0
external_saliency,IMG000496.jpeg,btxrd-heuristic-000278,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448,IMG000496.jpeg,btxrd-heuristic-000278,small,27,classifier448,0.27252419955323903,0.15775862068965518,0.27252419955323903,0.0,1,0,0
layercam320+external_saliency,IMG000496.jpeg,btxrd-heuristic-000278,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000496.jpeg,btxrd-heuristic-000278,small,27,classifier448,0.27252419955323903,0.15775862068965518,0.27252419955323903,0.0,1,0,0
layercam320+classifier448+external_saliency,IMG000496.jpeg,btxrd-heuristic-000278,small,27,classifier448,0.27252419955323903,0.15775862068965518,0.27252419955323903,0.0,1,0,0
layercam320,IMG000513.jpeg,btxrd-heuristic-000287,small,27,layercam320,0.0,0.0,0.017932658851239226,0.017932658851239226,0,0,0
classifier448,IMG000513.jpeg,btxrd-heuristic-000287,small,27,classifier448,0.0,0.0,0.1038083538083538,0.1038083538083538,1,0,0
external_saliency,IMG000513.jpeg,btxrd-heuristic-000287,small,27,external_saliency,0.0,0.0,0.0033089687870406954,0.0033089687870406954,0,0,0
layercam320+classifier448,IMG000513.jpeg,btxrd-heuristic-000287,small,27,layercam320,0.0,0.0,0.029353778751369113,0.029353778751369113,0,0,0
layercam320+external_saliency,IMG000513.jpeg,btxrd-heuristic-000287,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000513.jpeg,btxrd-heuristic-000287,small,27,classifier448,0.0,0.0,0.1038083538083538,0.1038083538083538,1,0,0
layercam320+classifier448+external_saliency,IMG000513.jpeg,btxrd-heuristic-000287,small,27,layercam320,0.0,0.0,0.029353778751369113,0.029353778751369113,0,0,0
layercam320,IMG000542.jpeg,btxrd-heuristic-000302,small,27,layercam320,0.0,0.0,0.0006073489219556636,0.0006073489219556636,0,0,0
classifier448,IMG000542.jpeg,btxrd-heuristic-000302,small,27,classifier448,0.0,0.0,0.40707964601769914,0.40707964601769914,1,1,0
external_saliency,IMG000542.jpeg,btxrd-heuristic-000302,small,27,external_saliency,0.0,0.0,0.0018260671079662178,0.0018260671079662178,0,0,0
layercam320+classifier448,IMG000542.jpeg,btxrd-heuristic-000302,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG000542.jpeg,btxrd-heuristic-000302,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000542.jpeg,btxrd-heuristic-000302,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448+external_saliency,IMG000542.jpeg,btxrd-heuristic-000302,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000548.jpeg,btxrd-heuristic-000305,small,27,layercam320,0.06888168557536467,0.03566932438103231,0.625,0.5561183144246353,1,1,1
classifier448,IMG000548.jpeg,btxrd-heuristic-000305,small,27,classifier448,0.06322052807735218,0.032642089093702,0.6456692913385826,0.5824487632612305,1,1,1
external_saliency,IMG000548.jpeg,btxrd-heuristic-000305,small,27,external_saliency,0.07508833922261485,0.03900871959614502,0.07508833922261485,0.0,0,0,0
layercam320+classifier448,IMG000548.jpeg,btxrd-heuristic-000305,small,27,layercam320,0.06888168557536467,0.03566932438103231,0.6456692913385826,0.576787605763218,1,1,1
layercam320+external_saliency,IMG000548.jpeg,btxrd-heuristic-000305,small,27,layercam320,0.06888168557536467,0.03566932438103231,0.625,0.5561183144246353,1,1,1
classifier448+external_saliency,IMG000548.jpeg,btxrd-heuristic-000305,small,27,classifier448,0.06028368794326241,0.031078610603290677,0.6456692913385826,0.5853856033953202,1,1,1
layercam320+classifier448+external_saliency,IMG000548.jpeg,btxrd-heuristic-000305,small,27,layercam320,0.06888168557536467,0.03566932438103231,0.6456692913385826,0.576787605763218,1,1,1
layercam320,IMG000549.jpeg,btxrd-heuristic-000305,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448,IMG000549.jpeg,btxrd-heuristic-000305,small,27,classifier448,0.0,0.0,0.05623381428042915,0.05623381428042915,0,0,0
external_saliency,IMG000549.jpeg,btxrd-heuristic-000305,small,27,external_saliency,0.0,0.0,0.04495711328009465,0.04495711328009465,0,0,0
layercam320+classifier448,IMG000549.jpeg,btxrd-heuristic-000305,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG000549.jpeg,btxrd-heuristic-000305,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000549.jpeg,btxrd-heuristic-000305,small,27,classifier448,0.0,0.0,0.05623381428042915,0.05623381428042915,0,0,0
layercam320+classifier448+external_saliency,IMG000549.jpeg,btxrd-heuristic-000305,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000555.jpeg,btxrd-heuristic-000308,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448,IMG000555.jpeg,btxrd-heuristic-000308,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
external_saliency,IMG000555.jpeg,btxrd-heuristic-000308,small,27,external_saliency,0.0,0.0,0.021359223300970873,0.021359223300970873,0,0,0
layercam320+classifier448,IMG000555.jpeg,btxrd-heuristic-000308,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG000555.jpeg,btxrd-heuristic-000308,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000555.jpeg,btxrd-heuristic-000308,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448+external_saliency,IMG000555.jpeg,btxrd-heuristic-000308,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000556.jpeg,btxrd-heuristic-000308,small,27,layercam320,0.0,0.0,0.0007394135881466314,0.0007394135881466314,0,0,0
classifier448,IMG000556.jpeg,btxrd-heuristic-000308,small,27,classifier448,0.0,0.0,0.027014652014652016,0.027014652014652016,0,0,0
external_saliency,IMG000556.jpeg,btxrd-heuristic-000308,small,27,external_saliency,0.0005042864346949068,0.00025220680958385876,0.017628660790446404,0.017124374355751495,0,0,0
layercam320+classifier448,IMG000556.jpeg,btxrd-heuristic-000308,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG000556.jpeg,btxrd-heuristic-000308,small,27,layercam320,0.0,0.0,0.0007394135881466314,0.0007394135881466314,0,0,0
classifier448+external_saliency,IMG000556.jpeg,btxrd-heuristic-000308,small,27,classifier448,0.0,0.0,0.027014652014652016,0.027014652014652016,0,0,0
layercam320+classifier448+external_saliency,IMG000556.jpeg,btxrd-heuristic-000308,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000562.jpeg,btxrd-heuristic-000311,small,27,layercam320,0.29892836999435984,0.17572944297082227,0.33722438391699094,0.0382960139226311,1,1,0
classifier448,IMG000562.jpeg,btxrd-heuristic-000311,small,27,classifier448,0.0,0.0,0.21748050882232253,0.21748050882232253,1,0,0
external_saliency,IMG000562.jpeg,btxrd-heuristic-000311,small,27,external_saliency,0.01096786209465472,0.0055141703774605685,0.12907939600584512,0.11811153391119039,1,0,0
layercam320+classifier448,IMG000562.jpeg,btxrd-heuristic-000311,small,27,layercam320,0.29892836999435984,0.17572944297082227,0.33722438391699094,0.0382960139226311,1,1,0
layercam320+external_saliency,IMG000562.jpeg,btxrd-heuristic-000311,small,27,layercam320,0.29892836999435984,0.17572944297082227,0.33722438391699094,0.0382960139226311,1,1,0
classifier448+external_saliency,IMG000562.jpeg,btxrd-heuristic-000311,small,27,classifier448,0.0,0.0,0.21748050882232253,0.21748050882232253,1,0,0
layercam320+classifier448+external_saliency,IMG000562.jpeg,btxrd-heuristic-000311,small,27,layercam320,0.29892836999435984,0.17572944297082227,0.33722438391699094,0.0382960139226311,1,1,0
layercam320,IMG000576.jpeg,btxrd-heuristic-000320,small,27,layercam320,0.14209168485810678,0.07647938474684897,0.2562814070351759,0.1141897221770691,1,0,0
classifier448,IMG000576.jpeg,btxrd-heuristic-000320,small,27,classifier448,0.0,0.0,0.06544109145565961,0.06544109145565961,0,0,0
external_saliency,IMG000576.jpeg,btxrd-heuristic-000320,small,27,external_saliency,0.01916385632460789,0.009674629769754622,0.35666148263348885,0.33749762630888097,1,1,0
layercam320+classifier448,IMG000576.jpeg,btxrd-heuristic-000320,small,27,classifier448,0.0,0.0,0.16831217677480018,0.16831217677480018,1,0,0
layercam320+external_saliency,IMG000576.jpeg,btxrd-heuristic-000320,small,27,layercam320,0.14209168485810678,0.07647938474684897,0.29151138716356106,0.1494197023054543,1,0,0
classifier448+external_saliency,IMG000576.jpeg,btxrd-heuristic-000320,small,27,classifier448,0.0,0.0,0.06544109145565961,0.06544109145565961,0,0,0
layercam320+classifier448+external_saliency,IMG000576.jpeg,btxrd-heuristic-000320,small,27,classifier448,0.0,0.0,0.16831217677480018,0.16831217677480018,1,0,0
layercam320,IMG000582.jpeg,btxrd-heuristic-000324,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448,IMG000582.jpeg,btxrd-heuristic-000324,small,27,classifier448,0.06433949349760439,0.03323903818953324,0.0785296574770259,0.014190163979421508,0,0,0
external_saliency,IMG000582.jpeg,btxrd-heuristic-000324,small,27,external_saliency,0.014393997396830258,0.007249170972468574,0.02794292508917955,0.013548927692349291,0,0,0
layercam320+classifier448,IMG000582.jpeg,btxrd-heuristic-000324,small,27,layercam320,0.0,0.0,0.0785296574770259,0.0785296574770259,0,0,0
layercam320+external_saliency,IMG000582.jpeg,btxrd-heuristic-000324,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000582.jpeg,btxrd-heuristic-000324,small,27,external_saliency,0.0,0.0,0.0785296574770259,0.0785296574770259,0,0,0
layercam320+classifier448+external_saliency,IMG000582.jpeg,btxrd-heuristic-000324,small,27,layercam320,0.0,0.0,0.07692307692307693,0.07692307692307693,0,0,0
layercam320,IMG000612.jpeg,btxrd-heuristic-000341,small,27,layercam320,0.0,0.0,0.06198347107438017,0.06198347107438017,0,0,0
classifier448,IMG000612.jpeg,btxrd-heuristic-000341,small,27,classifier448,0.0,0.0,0.08708272859216255,0.08708272859216255,0,0,0
external_saliency,IMG000612.jpeg,btxrd-heuristic-000341,small,27,external_saliency,0.0,0.0,0.014242115971515769,0.014242115971515769,0,0,0
layercam320+classifier448,IMG000612.jpeg,btxrd-heuristic-000341,small,27,layercam320,0.0,0.0,0.04081632653061224,0.04081632653061224,0,0,0
layercam320+external_saliency,IMG000612.jpeg,btxrd-heuristic-000341,small,27,layercam320,0.0,0.0,0.04081632653061224,0.04081632653061224,0,0,0
classifier448+external_saliency,IMG000612.jpeg,btxrd-heuristic-000341,small,27,classifier448,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448+external_saliency,IMG000612.jpeg,btxrd-heuristic-000341,small,27,layercam320,0.0,0.0,0.04081632653061224,0.04081632653061224,0,0,0
layercam320,IMG000628.jpeg,btxrd-heuristic-000349,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448,IMG000628.jpeg,btxrd-heuristic-000349,small,27,classifier448,0.0,0.0,0.014644025549150959,0.014644025549150959,0,0,0
external_saliency,IMG000628.jpeg,btxrd-heuristic-000349,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448,IMG000628.jpeg,btxrd-heuristic-000349,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG000628.jpeg,btxrd-heuristic-000349,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000628.jpeg,btxrd-heuristic-000349,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
layercam320+classifier448+external_saliency,IMG000628.jpeg,btxrd-heuristic-000349,small,27,external_saliency,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000636.jpeg,btxrd-heuristic-000354,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448,IMG000636.jpeg,btxrd-heuristic-000354,small,27,classifier448,0.0,0.0,0.01384083044982699,0.01384083044982699,0,0,0
external_saliency,IMG000636.jpeg,btxrd-heuristic-000354,small,27,external_saliency,0.0,0.0,0.0028392617919340973,0.0028392617919340973,0,0,0
layercam320+classifier448,IMG000636.jpeg,btxrd-heuristic-000354,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320+external_saliency,IMG000636.jpeg,btxrd-heuristic-000354,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
classifier448+external_saliency,IMG000636.jpeg,btxrd-heuristic-000354,small,27,classifier448,0.0,0.0,0.01384083044982699,0.01384083044982699,0,0,0
layercam320+classifier448+external_saliency,IMG000636.jpeg,btxrd-heuristic-000354,small,27,layercam320,0.0,0.0,0.0,0.0,0,0,0
layercam320,IMG000641.jpeg,btxrd-heuristic-000358,small,27,layercam320,0.006607929515418502,0.0033149171270718232,0.024771838331160364,0.018163908815741862,0,0,0
classifier448,IMG000641.jpeg,btxrd-heuristic-000358,small,27,classifier448,0.002611818478615736,0.0013076168682576005,0.012727272727272728,0.010115454248656992,0,0,0
external_saliency,IMG000641.jpeg,btxrd-heuristic-000358,small,27,external_saliency,0.0023115660860232807,0.001157120423175469,0.0023115660860232807,0.0,0,0,0
layercam320+classifier448,IMG000641.jpeg,btxrd-heuristic-000358,small,27,layercam320,0.006607929515418502,0.0033149171270718232,0.024771838331160364,0.018163908815741862,0,0,0
layercam320+external_saliency,IMG000641.jpeg,btxrd-heuristic-000358,small,27,layercam320,0.006607929515418502,0.0033149171270718232,0.024771838331160364,0.018163908815741862,0,0,0
classifier448+external_saliency,IMG000641.jpeg,btxrd-heuristic-000358,small,27,external_saliency,0.0023115660860232807,0.001157120423175469,0.012727272727272728,0.010415706641249446,0,0,0
layercam320+classifier448+external_saliency,IMG000641.jpeg,btxrd-heuristic-000358,small,27,layercam320,0.006607929515418502,0.0033149171270718232,0.024771838331160364,0.018163908815741862,0,0,0
layercam320,IMG000642.jpeg,btxrd-heuristic-000359,small,27,layercam320,0.11757575757575757,0.062459755312298776,0.11757575757575757,0.0,1,0,0
classifier448,IMG000642.jpeg,btxrd-heuristic-000359,small,27,classifier448,0.8383838383838383,0.7217391304347827,0.8426395939086294,0.004255755524791072,1,1,1
external_saliency,IMG000642.jpeg,btxrd-heuristic-000359,small,27,external_saliency,0.08202959830866807,0.0427689594356261,0.12597402597402596,0.04394442766535789,1,0,0
layercam320+classifier448,IMG000642.jpeg,btxrd-heuristic-000359,small,27,classifier448,0.8426395939086294,0.7280701754385965,0.8426395939086294,0.0,1,1,1
layercam320+external_saliency,IMG000642.jpeg,btxrd-heuristic-000359,small,27,external_saliency,0.08202959830866807,0.0427689594356261,0.12597402597402596,0.04394442766535789,1,0,0
classifier448+external_saliency,IMG000642.jpeg,btxrd-heuristic-000359,small,27,classifier448,0.8426395939086294,0.7280701754385965,0.8426395939086294,0.0,1,1,1
layercam320+classifier448+external_saliency,IMG000642.jpeg,btxrd-heuristic-000359,small,27,external_saliency,0.08202959830866807,0.0427689594356261,0.8426395939086294,0.7606099955999613,1,1,1
layercam320,IMG000660.jpeg,btxrd-heuristic-000370,large,27,layercam320,0.25642262694488,0.14706696181516327,0.27874649432995974,0.022323867385079743,1,0,0
classifier448,IMG000660.jpeg,btxrd-heuristic-000370,large,27,classifier448,0.2554085795524787,0.1464002267573696,0.41992322078944777,0.16451464123696907,1,1,0
external_saliency,IMG000660.jpeg,btxrd-heuristic-000370,large,27,external_saliency,0.2707362534948742,0.15656157369981138,0.8034104152609949,0.5326741617661207,1,1,1
layercam320+classifier448,IMG000660.jpeg,btxrd-heuristic-000370,large,27,classifier448,0.2554085795524787,0.1464002267573696,0.2869946023016601,0.031586022749181375,1,0,0
layercam320+external_saliency,IMG000660.jpeg,btxrd-heuristic-000370,large,27,external_saliency,0.25572609208972846,0.14660890754027345,0.5361525391731169,0.28042644708338843,1,1,1
classifier448+external_saliency,IMG000660.jpeg,btxrd-heuristic-000370,large,27,classifier448,0.2554085795524787,0.1464002267573696,0.4683902241971319,0.2129816446446532,1,1,0
layercam320+classifier448+external_saliency,IMG000660.jpeg,btxrd-heuristic-000370,large,27,classifier448,0.2554085795524787,0.1464002267573696,0.2869946023016601,0.031586022749181375,1,0,0
layercam320,IMG000672.jpeg,btxrd-heuristic-000377,small,27,layercam320,0.005047505938242281,0.002530138413454383,0.21621621621621623,0.21116871027797396,1,0,0
classifier448,IMG000672.jpeg,btxrd-heuristic-000377,small,27,classifier448,0.0034465780403741997,0.0017262638717632551,0.021014161717679305,0.017567583677305106,0,0,0
external_saliency,IMG000672.jpeg,btxrd-heuristic-000377,small,27,external_saliency,0.005733252866626433,0.002874867604781359,0.006327111673521037,0.0005938588068946041,0,0,0
layercam320+classifier448,IMG000672.jpeg,btxrd-heuristic-000377,small,27,classifier448,0.0034465780403741997,0.0017262638717632551,0.21621621621621623,0.21276963817584202,1,0,0
layercam320+external_saliency,IMG000672.jpeg,btxrd-heuristic-000377,small,27,layercam320,0.006783110055960658,0.003403096818104475,0.21621621621621623,0.20943310616025557,1,0,0
classifier448+external_saliency,IMG000672.jpeg,btxrd-heuristic-000377,small,27,classifier448,0.0034465780403741997,0.0017262638717632551,0.021014161717679305,0.017567583677305106,0,0,0
layercam320+classifier448+external_saliency,IMG000672.jpeg,btxrd-heuristic-000377,small,27,classifier448,0.0034465780403741997,0.0017262638717632551,0.21621621621621623,0.21276963817584202,1,0,0
layercam320,IMG000681.jpeg,btxrd-heuristic-000383,small,27,layercam320,0.02216671870121761,0.011207576953433307,0.36942675159235666,0.34726003289113905,1,1,0
classifier448,IMG000681.jpeg,btxrd-heuristic-000383,small,27,classifier448,0.014637666219977322,0.007372793354101765,0.08888888888888889,0.07425122266891157,0,0,0
external_saliency,IMG000681.jpeg,btxrd-heuristic-000383,small,27,external_saliency,0.0,0.0,0.0010990918030890264,0.0010990918030890264,0,0,0
layercam320+classifier448,IMG000681.jpeg,btxrd-heuristic-000383,small,27,layercam320,0.02216671870121761,0.011207576953433307,0.08888888888888889,0.06672217018767128,0,0,0
layercam320+external_saliency,IMG000681.jpeg,btxrd-heuristic-000383,small,27,layercam320,0.00937170010559662,0.004707910616006896,0.02949117341640706,0.02011947331081044,0,0,0
classifier448+external_saliency,IMG000681.jpeg,btxrd-heuristic-000383,small,27,classifier448,0.010738864100431067,0.005398418491484185,0.08888888888888889,0.07815002478845783,0,0,0
