epoch,train_loss,train_dice,train_iou,train_positive_dice,train_empty_specificity,val_loss,val_dice,val_iou,val_positive_dice,val_empty_specificity
1,0.7204933154906894,0.2049536502656401,0.16725405952610378,0.2378809265828186,0.17213663764233086,0.6761550557902559,0.35965699433359355,0.3234757350658585,0.2414823084583749,0.47593582887700536
2,0.6360316766224144,0.3335815211712078,0.28584767559896773,0.3396549132399823,0.3275284661754856,0.6167475356245941,0.38797686766809014,0.3479150828854298,0.2822794451226302,0.4919786096256685
3,0.5850168453971238,0.42179339347326156,0.37125500171112746,0.3893589352588054,0.45411922304085733,0.5885934905221841,0.41040321125344253,0.3729689903971911,0.2840195183417293,0.5347593582887701
4,0.5452990362964913,0.44893050268371576,0.3953744851135657,0.4309555282154887,0.46684527796383124,0.5512445506381217,0.36105674473328364,0.31911414098773316,0.2986524529431177,0.42245989304812837
5,0.5165827230733739,0.463413116442079,0.4090710092377054,0.45526511758730426,0.4715338245144005,0.5444176640472,0.4738866910243064,0.4331597673869934,0.3413693606853485,0.6042780748663101
6,0.49248479061261075,0.5037117922515557,0.4492624626558415,0.48021830952572386,0.5271265907568654,0.5144188669171295,0.45772049415680527,0.41541718527207405,0.3250777327474742,0.5882352941176471
7,0.4674340213296878,0.5411893133547673,0.4867797451845474,0.5169928327393067,0.565304755525787,0.5066131191112282,0.5464994700128498,0.5055094496259149,0.36277881718200183,0.7272727272727273
8,0.4438266188396139,0.5597645279466206,0.5044780472447832,0.5636142819930346,0.5559276624246483,0.4963033438692838,0.4893914297306288,0.4429883862163154,0.4106751084327698,0.5668449197860963
9,0.43054294898101286,0.5497372663051804,0.49351314561620613,0.576456175007235,0.5231078365706631,0.4997256738798959,0.23068559212842207,0.18421589953574974,0.34013236022513843,0.12299465240641712
10,0.42079839728215285,0.5312264859676361,0.4760831296743862,0.5823831648468478,0.48024112525117213,0.4935971911384089,0.44627254855921966,0.3974545766722481,0.4161256198649821,0.47593582887700536
