image_id,group_id,size_group,gt_area_ratio,baseline_dice,primary_dice,delta_dice,baseline_area_ratio,primary_area_ratio,area_expansion,baseline_gt_area_ratio,primary_gt_area_ratio,baseline_source,primary_source,baseline_border_fraction,primary_border_fraction,tumor_probability,activation_mean,activation_std,bas_area_spearman,candidate_count
IMG000001.jpeg,btxrd-heuristic-000001,medium,0.038232421875,0.0,0.0,0.0,0.013349609375,0.0531640625,3.982443306510607,0.3491698595146871,1.3905491698595147,classifier448,layercam320,0.0,0.025716385011021307,0.4325726628303528,0.8159693479537964,0.3080269992351532,0.991032188509588,224
IMG000010.jpeg,btxrd-heuristic-000006,medium,0.0270703125,0.5935210809050953,0.6136986301369863,0.02017754923189108,0.032919921875,0.040654296875,1.234945120142391,1.216089466089466,1.5018037518037517,external_saliency,external_saliency,0.0,0.0,0.13625377416610718,0.5521786212921143,0.3875170052051544,0.920596674223533,135
IMG000017.jpeg,btxrd-heuristic-000009,medium,0.0460546875,0.5860619469026549,0.13508636246455272,-0.45097558443810215,0.0422265625,0.63580078125,15.056891766882515,0.9168787107718406,13.805343511450381,layercam320,external_saliency,0.0,0.21630878874450896,0.42311346530914307,0.5152183771133423,0.4240261912345886,0.9904635761589408,150
IMG000018.jpeg,btxrd-heuristic-000009,large,0.06125,0.8364141765114663,0.8364141765114663,0.0,0.07927734375,0.07927734375,1.0,1.2943239795918366,1.2943239795918366,external_saliency,external_saliency,0.0,0.0,0.16058304905891418,0.399609237909317,0.4099777638912201,0.9654565448891361,151
IMG000033.jpeg,btxrd-heuristic-000017,medium,0.015087890625,0.6993328732459168,0.19844861021331608,-0.5008842630326007,0.02736328125,0.135986328125,4.969664525339043,1.8135922330097087,9.01294498381877,classifier448,layercam320,0.0,0.008330341113105925,0.22015048563480377,0.4894748628139496,0.39728787541389465,0.912901180372647,135
IMG000034.jpeg,btxrd-heuristic-000017,medium,0.0124609375,0.6064516129032258,0.04026760918959859,-0.5661840037136272,0.028408203125,0.6064453125,21.34754211069096,2.279780564263323,48.66771159874608,layercam320,external_saliency,0.0,0.24508856682769725,0.08692833036184311,0.26025694608688354,0.33372005820274353,0.9419867732117984,133
IMG000048.jpeg,btxrd-heuristic-000025,medium,0.02322265625,0.0,0.07876126956463451,0.07876126956463451,0.002578125,0.55953125,217.03030303030303,0.11101766190075694,24.094196804037004,classifier448,external_saliency,0.007575757575757576,0.23340198268640044,0.9999990463256836,0.6839076280593872,0.40787386894226074,0.968647909331649,214
IMG000049.jpeg,btxrd-heuristic-000025,medium,0.0177734375,0.0,0.0,0.0,0.00095703125,0.088857421875,92.8469387755102,0.05384615384615385,4.9994505494505495,classifier448,layercam320,0.0,0.1799098802066161,0.8343130350112915,0.8730065226554871,0.2627694010734558,0.9876666630027223,210
IMG000050.jpeg,btxrd-heuristic-000026,large,0.108486328125,0.15526403188309532,0.7446110590440488,0.5893470271609534,0.009130859375,0.141591796875,15.506951871657755,0.0841659915383923,1.305157980016203,external_saliency,layercam320,0.0,0.09897234292020139,0.999272882938385,0.8356575965881348,0.3235487937927246,0.9886484440613171,207
IMG000055.jpeg,btxrd-heuristic-000029,medium,0.027138671875,0.6274689940284796,0.4473534433693796,-0.18011555065909995,0.057900390625,0.09296875,1.605667060212515,2.133501259445844,3.4256926952141056,layercam320,classifier448,0.0,0.0015756302521008404,0.34227779507637024,0.46721702814102173,0.43890371918678284,0.9670054543165681,170
IMG000056.jpeg,btxrd-heuristic-000029,medium,0.034091796875,0.8232165206508135,0.7907618928078323,-0.032454627842981254,0.028330078125,0.0437109375,1.542916235780765,0.8309939845316529,1.2821541105700371,external_saliency,layercam320,0.0,0.0,0.5192604064941406,0.5117967128753662,0.4336410462856293,0.8540583645931006,153
IMG000071.jpeg,btxrd-heuristic-000037,large,0.06220703125,0.5526792372429956,0.5526792372429956,0.0,0.1211328125,0.1211328125,1.0,1.9472527472527472,1.9472527472527472,classifier448,classifier448,0.026765559496936472,0.026765559496936472,0.9061553478240967,0.8077697157859802,0.332590252161026,0.9883769661460907,197
IMG000076.jpeg,btxrd-heuristic-000039,medium,0.039736328125,0.11051776178314372,0.16641105862626016,0.05589329684311643,0.00232421875,0.43783203125,188.3781512605042,0.058491029737036127,11.01843204718604,layercam320,external_saliency,0.0,0.15477093277423384,0.8013292551040649,0.43833035230636597,0.40796104073524475,0.9863225153645728,155
IMG000125.jpeg,btxrd-heuristic-000063,medium,0.023271484375,0.5008403361344538,0.43612737920937045,-0.06471295692508333,0.04064453125,0.083447265625,2.053099471407977,1.746537977339488,3.58581619806966,classifier448,classifier448,0.0004805382027871216,0.14909303686366296,0.5813067555427551,0.4961535334587097,0.43796733021736145,0.9562024852971706,189
IMG000126.jpeg,btxrd-heuristic-000063,medium,0.041005859375,0.4851908643370188,0.11288759689922481,-0.37230326743779396,0.08,0.684619140625,8.5577392578125,1.9509407001667063,16.69564181948083,classifier448,external_saliency,0.0997314453125,0.2491405748520077,0.7990186810493469,0.5642703771591187,0.42446401715278625,0.9798503491075929,171
IMG000137.jpeg,btxrd-heuristic-000069,medium,0.02318359375,0.6202259279182356,0.07432104562886437,-0.5459048822893713,0.013125,0.600693359375,45.767113095238095,0.5661331086773378,25.91027801179444,layercam320,external_saliency,0.0,0.17169286794231925,0.9995933175086975,0.5395711064338684,0.4171101748943329,0.8911045013383851,206
IMG000138.jpeg,btxrd-heuristic-000069,medium,0.0229296875,0.7748099044648079,0.07439443625936663,-0.7004154682054413,0.027158203125,0.593505859375,21.853649766271126,1.184412265758092,25.88373083475298,external_saliency,classifier448,0.0,0.20238584944467297,0.9990406632423401,0.6177948713302612,0.4276264011859894,0.9746071202150249,144
IMG000144.jpeg,btxrd-heuristic-000073,medium,0.014892578125,0.0,0.03536067892503536,0.03536067892503536,0.0025,0.827431640625,330.97265625,0.1678688524590164,55.56,classifier448,classifier448,0.0,0.2355745966552184,0.9998795986175537,0.8670114874839783,0.2941875755786896,0.9961769074127722,207
IMG000152.jpeg,btxrd-heuristic-000078,large,0.078046875,0.000835421888053467,0.5020644668817876,0.5012290449937342,0.108984375,0.203408203125,1.8663978494623656,1.3963963963963963,2.6062312312312312,layercam320,external_saliency,0.13225806451612904,0.1214172547889961,0.9942353367805481,0.8568554520606995,0.30191129446029663,0.9965494298428362,216
IMG000160.jpeg,btxrd-heuristic-000082,medium,0.0430078125,0.0,0.08440641355819556,0.08440641355819556,0.05189453125,0.074541015625,1.4363944298080542,1.206630336058129,1.733197093551317,classifier448,classifier448,0.0,0.09629241451591773,0.9864398837089539,0.6683593392372131,0.4046553671360016,0.9667116720743025,159
IMG000161.jpeg,btxrd-heuristic-000082,medium,0.021123046875,0.49660995266726365,0.4195073891625616,-0.07710256350470207,0.05521484375,0.077998046875,1.412628227803325,2.613962089690245,3.692556634304207,classifier448,layercam320,0.0,0.008013021159384,0.9901651740074158,0.8554456830024719,0.3060987889766693,0.9990792039804164,213
IMG000200.jpeg,btxrd-heuristic-000098,medium,0.0232421875,0.9078076753418615,0.056251970031278034,-0.8515557053105834,0.02103515625,0.78228515625,37.18941504178273,0.9050420168067227,33.65798319327731,external_saliency,external_saliency,0.0,0.24694779417272114,0.999561607837677,0.708692729473114,0.34837666153907776,0.9955126329138622,135
IMG000201.jpeg,btxrd-heuristic-000098,medium,0.021513671875,0.6843153999430686,0.05917015812947696,-0.6251452418135917,0.01279296875,0.701044921875,54.79923664122138,0.5946436677258284,32.58601906491148,external_saliency,external_saliency,0.0,0.2104141418362656,0.9999275207519531,0.775225043296814,0.32589298486709595,0.9976639669202758,144
IMG000202.jpeg,btxrd-heuristic-000099,medium,0.024990234375,0.8539411206077873,0.07022117337138467,-0.7837199472364026,0.02642578125,0.686767578125,25.988543976348854,1.0574443141852286,27.481438061742868,layercam320,classifier448,0.0007390983000739098,0.18245289726270886,0.9760454297065735,0.8012194037437439,0.3523235321044922,0.9995434765340803,153
IMG000222.jpeg,btxrd-heuristic-000109,medium,0.030498046875,0.5563135846798324,0.18577810871183917,-0.3705354759679932,0.05109375,0.284267578125,5.563646788990825,1.675312199807877,9.320845341018252,classifier448,layercam320,0.0,0.07636813356693806,0.17136512696743011,0.3539721369743347,0.43215635418891907,0.9258418109070932,216
IMG000244.jpeg,btxrd-heuristic-000120,small,0.000556640625,0.0,0.003200714578138375,0.003200714578138375,0.063427734375,0.2618359375,4.128098537336412,113.94736842105263,470.3859649122807,layercam320,classifier448,0.2420323325635104,0.11968521557511562,0.14576585590839386,0.34419405460357666,0.42828303575515747,0.766368203249199,197
IMG000245.jpeg,btxrd-heuristic-000121,medium,0.010078125,0.7443202307969707,0.6321592649310873,-0.11216096586588342,0.017001953125,0.021806640625,1.282596209075244,1.687015503875969,2.1637596899224807,layercam320,external_saliency,0.0752441125789776,0.06359158083296014,0.12675434350967407,0.6936362385749817,0.37838268280029297,0.9626524241537404,135
IMG000260.jpeg,btxrd-heuristic-000128,small,0.00572265625,0.0,0.016761294566880712,0.016761294566880712,0.0435546875,0.677119140625,15.546412556053811,7.610921501706485,118.32252559726962,classifier448,classifier448,0.0,0.22236324040555547,0.07559545338153839,0.35851606726646423,0.37961286306381226,0.9197423903086598,192
IMG000275.jpeg,btxrd-heuristic-000137,small,0.001748046875,0.04218706633361088,0.023652694610778444,-0.018534371722832434,0.0334375,0.063486328125,1.8986565420560748,19.12849162011173,36.31843575418994,layercam320,classifier448,0.01139018691588785,0.012459621596677434,0.7628383636474609,0.5959464311599731,0.4204312860965729,0.9948666496107965,198
IMG000279.jpeg,btxrd-heuristic-000140,small,0.00013671875,0.0,0.000867177337765573,0.000867177337765573,0.002451171875,0.067431640625,27.50996015936255,17.928571428571427,493.2142857142857,layercam320,classifier448,0.0,0.0,0.09425219148397446,0.30117204785346985,0.38547009229660034,0.9116046401870024,141
IMG000285.jpeg,btxrd-heuristic-000145,small,0.001572265625,0.3680555555555556,0.020543108429094178,-0.3475124471264614,0.006865234375,0.150546875,21.928876244665716,4.366459627329193,95.75155279503106,external_saliency,layercam320,0.0,0.1576933056564608,0.8598753213882446,0.47955322265625,0.4368823766708374,0.9465947037928206,142
IMG000292.jpeg,btxrd-heuristic-000150,small,0.00052734375,0.0016281823564239194,0.0016281823564239194,0.0,0.52728515625,0.52728515625,1.0,999.8888888888889,999.8888888888889,external_saliency,external_saliency,0.18214986850390785,0.18214986850390785,0.3762604892253876,0.34349924325942993,0.4121420979499817,0.8748127124965338,167
IMG000300.jpeg,btxrd-heuristic-000156,small,0.002431640625,0.0746132848043676,0.010126702641025031,-0.06448658216334258,0.00830078125,0.40837890625,49.19764705882353,3.4136546184738954,167.9437751004016,layercam320,external_saliency,0.0058823529411764705,0.15285283849060213,0.3034963011741638,0.4152553379535675,0.4510003328323364,0.8138177293266324,177
IMG000306.jpeg,btxrd-heuristic-000160,small,0.003916015625,0.19860279441117765,0.13160485723662618,-0.06699793717455146,0.035224609375,0.055595703125,1.5783199334627114,8.99501246882793,14.197007481296758,external_saliency,external_saliency,0.0,0.0008782715615668365,0.7746099829673767,0.5803315043449402,0.4366466999053955,0.9773888808090143,207
IMG000320.jpeg,btxrd-heuristic-000167,small,0.000244140625,0.0,0.0,0.0,0.018662109375,0.13513671875,7.24123495552067,76.44,553.52,layercam320,classifier448,0.00837257980115123,0.0890302066772655,0.06997742503881454,0.38794979453086853,0.42031002044677734,0.9497386851817893,205
IMG000327.jpeg,btxrd-heuristic-000172,small,0.001064453125,0.0,0.00689621679374484,0.00689621679374484,0.063779296875,0.20001953125,3.136120042872454,59.91743119266055,187.90825688073394,layercam320,layercam320,0.0,0.11078019724636266,0.382050484418869,0.46187475323677063,0.40259605646133423,0.995198010614726,162
IMG000328.jpeg,btxrd-heuristic-000173,small,0.003828125,0.9165628891656289,0.0005004234352144122,-0.9160624657304145,0.004013671875,0.5035546875,125.45985401459853,1.0484693877551021,131.5408163265306,external_saliency,external_saliency,0.0,0.21284229307268637,0.5393661260604858,0.4559413492679596,0.400406152009964,0.9238492765207219,135
IMG000337.jpeg,btxrd-heuristic-000180,small,0.0003515625,0.0,0.0,0.0,0.02123046875,0.044033203125,2.0740570377184917,60.388888888888886,125.25,layercam320,layercam320,0.0,0.0,0.09299492835998535,0.2578493356704712,0.38738536834716797,0.7141816750160312,188
IMG000338.jpeg,btxrd-heuristic-000181,small,0.00060546875,0.0,0.0,0.0,0.03265625,0.06640625,2.0334928229665072,53.935483870967744,109.6774193548387,classifier448,classifier448,0.0,0.0022058823529411764,0.7119052410125732,0.5225478410720825,0.4176563322544098,0.9433351593254097,197
IMG000340.jpeg,btxrd-heuristic-000183,small,0.00056640625,0.3416370106761566,0.0004889975550122249,-0.34114801312114434,0.002177734375,0.07931640625,36.42152466367713,3.8448275862068964,140.0344827586207,layercam320,layercam320,0.0,0.08310760896330953,0.21095231175422668,0.3600805103778839,0.41771769523620605,0.929479862983453,165
IMG000372.jpeg,btxrd-heuristic-000203,small,0.000703125,0.0,0.0,0.0,0.02220703125,0.144287109375,6.49736147757256,31.583333333333332,205.20833333333334,classifier448,external_saliency,0.0,0.1272419627749577,0.8139835000038147,0.5311703681945801,0.4326019883155823,0.903142996069718,142
IMG000378.jpeg,btxrd-heuristic-000208,small,0.000966796875,0.029050613956274333,0.015890093519821236,-0.013160520436453098,0.064248046875,0.11703125,1.8215534275725793,66.45454545454545,121.05050505050505,classifier448,classifier448,0.0,0.0,0.20215508341789246,0.4049775004386902,0.3912712037563324,0.9578136358486177,134
IMG000408.jpeg,btxrd-heuristic-000223,small,6.8359375e-05,0.0,0.0,0.0,0.012578125,0.0253515625,2.0155279503105588,184.0,370.85714285714283,classifier448,classifier448,0.0,0.002696456086286595,0.33586886525154114,0.6850723028182983,0.415854811668396,0.9934517018065463,185
IMG000414.jpeg,btxrd-heuristic-000228,small,0.0002734375,0.0,0.0,0.0,0.011318359375,0.036162109375,3.194995685936152,41.392857142857146,132.25,classifier448,classifier448,0.0,0.0,0.13256454467773438,0.33170202374458313,0.4071313142776489,0.8187593496870296,156
IMG000415.jpeg,btxrd-heuristic-000229,medium,0.0254296875,0.7843950245005654,0.8148268574215575,0.030431832920992052,0.02638671875,0.034638671875,1.3127313101406366,1.0376344086021505,1.3621351766513057,classifier448,layercam320,0.15988156920799407,0.11107978573442345,0.23345570266246796,0.6553990244865417,0.39610517024993896,0.999020805486367,171
IMG000416.jpeg,btxrd-heuristic-000230,small,0.001435546875,0.0,0.0,0.0,0.010634765625,0.02134765625,2.007346189164371,7.408163265306122,14.870748299319727,classifier448,classifier448,0.0,0.0,0.03806385397911072,0.31545552611351013,0.39374062418937683,0.6544226307971072,226
IMG000420.jpeg,btxrd-heuristic-000233,small,0.001279296875,0.8477366255144033,0.02121801101392938,-0.8265186145004739,0.00109375,0.119306640625,109.08035714285714,0.8549618320610687,93.25954198473282,classifier448,layercam320,0.0,0.043054759760988784,0.38307586312294006,0.40222153067588806,0.4201679229736328,0.9637284989566186,161
IMG000439.jpeg,btxrd-heuristic-000244,small,0.0004296875,0.0,0.0,0.0,0.03236328125,0.03236328125,1.0,75.31818181818181,75.31818181818181,classifier448,classifier448,0.0,0.0,0.11603464186191559,0.361504465341568,0.41920262575149536,0.726966534805483,225
IMG000467.jpeg,btxrd-heuristic-000260,small,0.006787109375,0.3244517802405093,0.2739562624254473,-0.05049551781506201,0.03462890625,0.042333984375,1.2225042301184432,5.102158273381295,6.237410071942446,classifier448,classifier448,0.10462492949802595,0.12318339100346021,0.16019724309444427,0.6977320909500122,0.3881215453147888,0.975748725980898,189
IMG000478.jpeg,btxrd-heuristic-000267,small,0.003935546875,0.37524950099800397,0.08658623136976579,-0.2886632696282382,0.00095703125,0.078623046875,82.1530612244898,0.24317617866004962,19.977667493796528,layercam320,classifier448,0.0,0.0,0.08487284928560257,0.321200966835022,0.4124918282032013,0.7769253527305371,133
IMG000481.jpeg,btxrd-heuristic-000269,small,0.001064453125,0.5704225352112676,0.03017718715393134,-0.5402453480573363,0.001708984375,0.069482421875,40.65714285714286,1.6055045871559632,65.27522935779817,classifier448,classifier448,0.0,0.0,0.31791743636131287,0.4944436252117157,0.4077812731266022,0.9462035212530637,161
IMG000496.jpeg,btxrd-heuristic-000278,small,0.001787109375,0.27252419955323903,0.0,-0.27252419955323903,0.011328125,0.04919921875,4.343103448275863,6.33879781420765,27.530054644808743,classifier448,classifier448,0.0,0.006351726875744343,0.34270814061164856,0.51349937915802,0.46120572090148926,0.9126887042931356,231
IMG000513.jpeg,btxrd-heuristic-000287,small,0.00330078125,0.0,0.0,0.0,0.035927734375,0.04888671875,1.3606958412612125,10.884615384615385,14.810650887573965,layercam320,layercam320,0.09948355531394401,0.07151418298042349,0.3861212730407715,0.78699791431427,0.3402028977870941,0.9826234573555365,170
IMG000542.jpeg,btxrd-heuristic-000302,small,0.000400390625,0.0,0.0,0.0,0.01619140625,0.029638671875,1.8305186972255731,40.4390243902439,74.02439024390245,classifier448,classifier448,0.0,0.0,0.2204538732767105,0.47548800706863403,0.426277756690979,0.66433119618269,219
IMG000548.jpeg,btxrd-heuristic-000305,small,0.000830078125,0.07240204429301533,0.03394568690095846,-0.03845635739205687,0.022099609375,0.048076171875,2.175430844012373,26.623529411764707,57.917647058823526,layercam320,layercam320,0.0,0.0006093845216331506,0.11222784966230392,0.3739209473133087,0.4111364483833313,0.9890388608909662,135
IMG000549.jpeg,btxrd-heuristic-000305,small,0.0007421875,0.0,0.0031255140648132917,0.0031255140648132917,0.00330078125,0.4741796875,143.65680473372782,4.447368421052632,638.8947368421053,layercam320,layercam320,0.0,0.1659733091687948,0.06312226504087448,0.38835686445236206,0.4063858091831207,0.9418990628890499,162
IMG000555.jpeg,btxrd-heuristic-000308,small,0.000654296875,0.0,0.0,0.0,0.00458984375,0.420615234375,91.64042553191489,7.014925373134329,642.8507462686567,layercam320,external_saliency,0.0,0.7771818625060946,0.9742841720581055,0.5403847694396973,0.46426525712013245,0.9285176917065243,242
IMG000556.jpeg,btxrd-heuristic-000308,small,0.00060546875,0.0,0.0,0.0,0.035947265625,0.470908203125,13.099972833469165,59.37096774193548,777.758064516129,classifier448,layercam320,0.0,0.7195412786960038,0.9798351526260376,0.5396937131881714,0.4642578661441803,0.9430502532184525,205
IMG000562.jpeg,btxrd-heuristic-000311,small,0.002587890625,0.29892836999435984,0.011794289783474642,-0.2871340802108852,0.0147265625,0.43625,29.623342175066316,5.690566037735849,168.57358490566037,layercam320,external_saliency,0.0,0.1335288323782235,0.11140821129083633,0.2865440547466278,0.3801039457321167,0.8397578140590106,175
IMG000576.jpeg,btxrd-heuristic-000320,small,0.00349609375,0.0,0.01944965093852715,0.01944965093852715,0.0090234375,0.356005859375,39.4534632034632,2.5810055865921786,101.82960893854748,classifier448,classifier448,0.0,0.21086270744753807,0.16096186637878418,0.4382937550544739,0.4024810194969177,0.9670354978968527,168
IMG000582.jpeg,btxrd-heuristic-000324,small,0.00091796875,0.0,0.008549729410159626,0.008549729410159626,0.008203125,0.213818359375,26.065476190476186,8.936170212765957,232.9255319148936,layercam320,classifier448,0.0,0.0634848138844485,0.14842239022254944,0.28396525979042053,0.4097192585468292,0.7372202705514065,169
IMG000612.jpeg,btxrd-heuristic-000341,small,0.00248046875,0.0,0.0,0.0,0.021181640625,0.033681640625,1.590133702166897,8.539370078740157,13.578740157480315,layercam320,layercam320,0.6265560165975104,0.5358074804291099,0.582394540309906,0.49275845289230347,0.4636248052120209,0.9242288869354429,240
IMG000628.jpeg,btxrd-heuristic-000349,small,0.000458984375,0.0013192399890599611,0.0013192399890599611,0.0,0.60654296875,0.60654296875,1.0,1321.4893617021276,1321.4893617021276,external_saliency,external_saliency,0.2580904846240541,0.2580904846240541,0.10229875147342682,0.2939883768558502,0.3932131230831146,0.8247955202288725,240
IMG000636.jpeg,btxrd-heuristic-000354,small,0.000693359375,0.0,0.002403602017671553,0.002403602017671553,0.02048828125,0.576240234375,28.125357483317448,29.549295774647888,831.0845070422536,layercam320,external_saliency,0.0,0.11366448048536615,0.4876199960708618,0.6153325438499451,0.44659993052482605,0.9968686460995484,196
IMG000641.jpeg,btxrd-heuristic-000358,small,0.00046875,0.006607929515418502,0.0023115660860232807,-0.004296363429395222,0.052734375,0.117822265625,2.234259259259259,112.5,251.35416666666666,layercam320,external_saliency,0.0,0.0,0.2265455722808838,0.4126429259777069,0.4183736741542816,0.8894426910382307,173
IMG000642.jpeg,btxrd-heuristic-000359,small,0.000947265625,0.8426395939086294,0.034936070592472536,-0.8077035233161569,0.0009765625,0.05328125,54.56,1.0309278350515463,56.24742268041237,classifier448,external_saliency,0.0,0.20711143695014664,0.36468562483787537,0.707756757736206,0.4017639756202698,0.987921251391885,162
IMG000660.jpeg,btxrd-heuristic-000370,large,0.068505859375,0.2554085795524787,0.612208177769781,0.3567995982173023,0.01048828125,0.14859375,14.167597765363128,0.15310049893086244,2.169066286528867,classifier448,external_saliency,0.0,0.22594637223974764,0.5343372821807861,0.5072450637817383,0.4616406559944153,0.9949963728747137,144
IMG000672.jpeg,btxrd-heuristic-000377,small,0.000244140625,0.0034465780403741997,0.0034465780403741997,0.0,0.118759765625,0.118759765625,1.0,486.44,486.44,classifier448,classifier448,0.0,0.0,0.04744569584727287,0.42007726430892944,0.38799718022346497,0.9764261603028135,171
IMG000681.jpeg,btxrd-heuristic-000383,small,0.000693359375,0.00680106873937333,0.00937170010559662,0.00257063136622329,0.079716796875,0.147275390625,1.8474825431826536,114.97183098591549,212.40845070422534,classifier448,layercam320,0.0,0.033684768914528214,0.5069355964660645,0.42990490794181824,0.4339531362056732,0.8918238364847099,135
IMG000682.jpeg,btxrd-heuristic-000384,small,0.00134765625,0.037560011296244,0.022868285764935294,-0.014691725531308705,0.0678125,0.108828125,1.6048387096774195,50.31884057971015,80.7536231884058,layercam320,layercam320,0.0,0.0,0.18782825767993927,0.4457254111766815,0.3730666935443878,0.9229689222311327,134
IMG000699.jpeg,btxrd-heuristic-000394,small,0.00271484375,0.026699745997991613,0.026699745997991613,0.0,0.162607421875,0.162607421875,1.0,59.89568345323741,59.89568345323741,layercam320,layercam320,0.0,0.0,0.7920197248458862,0.5144574046134949,0.44472768902778625,0.9733039856430996,188
