epoch,train_loss,train_dice,train_iou,train_positive_dice,train_empty_specificity,val_loss,val_dice,val_iou,val_positive_dice,val_empty_specificity
1,0.7204177583155716,0.20296379764481032,0.1654058009329198,0.23792679310697118,0.1681178834561286,0.6847499645945196,0.2845518492074993,0.24869350708972124,0.22591704284043415,0.3422459893048128
2,0.6369907485482997,0.33284139702432386,0.2858861086967858,0.33346787908878145,0.3322170127260549,0.6152241109516421,0.4262986027945472,0.385801510249354,0.2997651175711195,0.5508021390374331
3,0.5858140368463208,0.3983076407089348,0.34851050852442517,0.38195905552085174,0.4146014735432016,0.5860560684191248,0.2865374074737844,0.2502245608663085,0.27339879296841507,0.2994652406417112
4,0.5485702056446479,0.43448753821222275,0.3817201969924117,0.4134457999895936,0.4554588077695914,0.547876452339306,0.27486795961735055,0.23277968316425524,0.30965224345741066,0.24064171122994651
5,0.5166604686447215,0.4765693988063971,0.4243675339434932,0.4433154351332435,0.5097119892833222,0.5243020014300179,0.4969484727337675,0.45622619508572343,0.3498254530131817,0.6417112299465241
6,0.48995702121130613,0.4941695973462044,0.4396879158236764,0.48126315247861917,0.507032819825854,0.5136185637060201,0.37362764064358156,0.3284361086878677,0.3348687686350035,0.4117647058823529
7,0.46700615424591596,0.5370667111109824,0.4819918419192278,0.5208305520438992,0.5532484929671801,0.5312158385055727,0.19832570614965422,0.15864243411676868,0.2585806335606005,0.13903743315508021
8,0.45105300168389645,0.5111272037129241,0.45523900012568475,0.5401009325698116,0.4822505023442733,0.4974042149888216,0.330012137950336,0.28564395230517087,0.3719266470035781,0.2887700534759358
9,0.43485987672306714,0.5439508969518443,0.4888533456384107,0.5621758158497409,0.5257870060281313,0.4867040089198521,0.4616457756478189,0.4174881875514984,0.38734012097120285,0.5347593582887701
10,0.41655477447543354,0.5798852847291095,0.525787354175455,0.5972029741530777,0.5626255860683188,0.49447137856419193,0.6220540419713697,0.5780483838653498,0.3955546172357509,0.8449197860962567
11,0.4055675611684723,0.5603472707666274,0.5050946447819581,0.6145129041115363,0.506363027461487,0.48478035785438556,0.504209712348537,0.4579228742746009,0.41337936144808063,0.5935828877005348
12,0.38762720906466536,0.5975452283036785,0.542413367474616,0.6554316621489141,0.5398526456798393,0.4854255143522895,0.317914925583692,0.2721327217599623,0.3910132274031639,0.24598930481283424
13,0.38274012360545623,0.5722778839718692,0.5173195376517348,0.6585755118078762,0.48626925653047554,0.4793530121003842,0.4046961963980024,0.35771982849768874,0.42468634247779846,0.3850267379679144
14,0.3685391634572716,0.611308870520299,0.55723398612954,0.6816611109536762,0.5411922304085733,0.50366736293803,0.426021599282368,0.3792197266305146,0.4459457209576731,0.40641711229946526
15,0.36207658357365907,0.6013279396069605,0.5476186106925601,0.6959399043381569,0.507032819825854,0.49436848407807055,0.399598089350523,0.34932316008282477,0.4633200421281483,0.33689839572192515
16,0.35247013408719435,0.6549481471806154,0.6016086909203912,0.7186830749935121,0.5914266577361018,0.4923889609681307,0.4538683955560155,0.40885504525948085,0.43687594131283136,0.47058823529411764
17,0.35076623733153245,0.6641784925969785,0.6119291949740723,0.7197016656218088,0.608841259209645,0.5026602303242748,0.3728346704151431,0.3247543253667271,0.42566120754117553,0.32085561497326204
18,0.34495670288171354,0.6551858723983394,0.6026850013435386,0.729239964231395,0.5813797722705961,0.4565917618191146,0.5275739073110719,0.4771122117087526,0.4876626039976659,0.5668449197860963
19,0.3454682566362993,0.6672216912757146,0.6146165837141061,0.7305025866084752,0.6041527126590757,0.47452827380352586,0.6448565801038254,0.598809715872505,0.4687053792826507,0.8181818181818182
20,0.3336054851238218,0.717202890843043,0.666044751176575,0.7593963728636823,0.6751507032819826,0.4928915515100217,0.5901619933364848,0.5440543888392796,0.46712010353803635,0.7112299465240641
21,0.33050828379338637,0.7292549809986455,0.6801150308104019,0.7647238533295315,0.6939048894842599,0.5028528093970368,0.5801027350657918,0.5328298498023436,0.4577071396528793,0.7005347593582888
22,0.32891964067632184,0.6841240684004767,0.6348470642697848,0.7683963935862306,0.6001339584728734,0.4954066193007395,0.59916354263698,0.5518882516593786,0.4798351761465813,0.7165775401069518
23,0.32495758011912146,0.7205705291390699,0.6725908021765321,0.7789117784029053,0.6624246483590087,0.49816019242664555,0.5768392310148943,0.5269085984988354,0.5000399712311185,0.6524064171122995
24,0.3259254330978502,0.7340543936139503,0.6846397164403013,0.7770269712720782,0.6912257200267917,0.5011006386453571,0.620766746458116,0.5707119675082037,0.49078512335620905,0.7486631016042781
25,0.32492977179804333,0.720779958486317,0.6717546540232802,0.7800033881760328,0.6617548559946417,0.46015561542742334,0.5710802629139523,0.5245778343578853,0.47755857265513874,0.6631016042780749
26,0.3208396631833172,0.7450322889913772,0.6978939685774346,0.7916271760659193,0.6985934360348292,0.52714699410364,0.5384449380427357,0.49126270035849107,0.46610365224921185,0.6096256684491979
27,0.32085111856220633,0.729881501585715,0.6821056441627306,0.7895004998051351,0.6704621567314133,0.5267175146832942,0.5865534982591305,0.5425919512050814,0.45984428181596426,0.7112299465240641
28,0.31710994769486356,0.7592111017351301,0.7123749354908587,0.799871157834767,0.7186872069658405,0.46920805334080906,0.6238388412724929,0.5783575760386382,0.49697940278312436,0.7486631016042781
29,0.3168772010845612,0.7438071322537076,0.6971890445684915,0.8026136063099198,0.6851975887474883,0.5244717957838526,0.6332750033356269,0.5890427105545476,0.4670925209420207,0.7967914438502673
30,0.31100813586093645,0.7815070613163984,0.7368076772187548,0.8163121932847125,0.7468184862692565,0.5317646334113458,0.6135088526041085,0.5705850117317475,0.44897708187188423,0.7754010695187166
31,0.31530700404545636,0.7431184342746485,0.6962288618087769,0.8086263680830049,0.6778298727394507,0.5182384337697711,0.6053137290831203,0.5630057609948829,0.4541923559230307,0.7540106951871658
32,0.3072903901888436,0.7800747389683025,0.7356738091234951,0.8275556281948524,0.7327528466175486,0.4915496445087731,0.5303091923342239,0.48276810801896763,0.48774297988933063,0.5721925133689839
33,0.307695655065349,0.8081603742653554,0.764332143722945,0.8253535370753017,0.7910247823174816,0.5078785470875126,0.6168452724613591,0.5696460656078678,0.48287823439940164,0.7486631016042781
